s1d,s2d,s3d,s4d,s5d,s6d,s7d,s8d,s9d,s1c,s2c,s3c,s4c,s5c,s6c,s7c,s8c,s9c,action
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,-1,41.140673795595816,False,True,True,True,True,True,True,False,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,-1,41.140673795595816,False,True,True,True,True,True,True,False,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,-1,41.140673795595816,False,True,True,True,True,True,True,False,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,-1,41.19364967584066,False,True,True,True,True,True,True,False,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524518,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799365,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.54161827779935,39.54161827779938,35.03655234180438,35.03655234180438,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270702,68.48231350270702,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.494782475245195,35.041261392820864,35.041261392820864,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270699,68.48231350270699,39.54161827779935,39.54161827779935,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.39631998442752,68.39631998442752,39.49478247524515,39.49478247524515,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524514,39.49478247524514,35.04126139282089,35.04126139282089,41.19364967584066,41.193649675840675,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.140673795595816,41.14067379559583,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.140673795595816,41.14067379559583,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.140673795595816,41.14067379559583,False,True,True,True,True,True,True,True,True,1
-1,68.31036460260877,68.31036460260877,39.4481445635491,39.4481445635491,35.046255149444995,35.046255149444995,41.246799959222905,41.24679995922292,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.140673795595816,41.14067379559583,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.193649675840646,41.19364967584066,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,False,True,True,True,True,True,True,True,True,1
-1,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,False,True,True,True,True,True,True,True,True,1
-1,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,False,True,True,True,True,True,True,True,True,1
147.5457557828119,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
145.95380931989126,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
144.35715175538382,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
142.65842478049632,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
140.95977736967836,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
139.2611299588604,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
137.5624825480424,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
135.86383513722444,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
134.1651877264065,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
132.5665403155885,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
130.967813340701,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
129.36908636581347,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
127.57422142404795,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
125.9822749611273,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
124.3898547607314,68.48231350270696,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,True,True,True,True,True,True,True,True,1
122.69743456033552,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
121.00548809741491,68.3963199844275,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,True,True,True,True,True,True,True,True,1
119.41354163449427,-1,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,False,True,True,True,True,True,True,True,1
117.72112143409845,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
116.02917497117784,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
114.33722850825723,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
112.64528204533656,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
110.953335582416,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
109.25715175538386,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
107.55850434456585,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
105.85985693374784,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
104.16120952292994,-1,68.3963199844275,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
102.56256211211189,-1,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,False,True,True,True,True,True,True,True,1
100.96383513722446,-1,68.48231350270696,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,False,True,True,True,True,True,True,True,1
99.2651081623369,-1,68.35398522669959,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
97.66646075151891,-1,68.17909671339372,39.541618277799344,39.541618277799344,35.03655234180441,35.03655234180441,41.1406737955958,41.140673795595816,True,False,True,True,True,True,True,True,True,1
95.96773377663146,-1,67.84852912075348,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
94.26908636581345,-1,67.48345459541582,39.49478247524517,39.49478247524517,35.04126139282089,35.04126139282089,41.19364967584063,41.193649675840646,True,False,True,True,True,True,True,True,True,1
