sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,action
1.6614772805842577,1.4448299797704962,1.4448299797704962,1.4448299797704962,1.7353489588942637,right
1.587347265218316,1.4448299797704962,1.4448299797704962,1.5899924787822535,1.93969999170627,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,forward
60.1162562549939,44.97801009294733,38.66257364495493,36.82636890145852,38.368487979609796,forward
54.33499769946105,40.64321394228422,34.927638999169304,33.26774149307445,34.661549035834035,forward
48.50752475349174,36.27279413960409,31.173873194309696,29.708463136847193,30.941238162273176,forward
42.663431911532015,31.85754382083701,27.45106937733084,26.150296843239715,27.243043512438383,forward
36.87637419550934,27.555077008333875,23.728265560351932,22.592130549632216,23.544848862603587,forward
31.017213988306437,23.24094387864689,19.95605877959754,19.032232841789103,19.81150237056406,forward
25.217919688461443,18.80231301706456,16.22487073764376,15.47377270818972,16.10734206744035,left_forward
22.899223146820727,15.973795835093828,13.104665330664965,12.058309855204115,12.25385080091094,left_forward
20.301038000597497,12.885124636344708,10.181643548470367,9.050133770260613,8.82477516021318,left_forward
17.335624392469867,9.65550890997457,7.155169947245282,6.129751863859321,5.810025807187516,left_forward
12.980478165940333,5.846073780884666,4.054529911131777,3.3389225402565224,3.0484251730540137,left_forward
3.895117062901889,1.2225099685082128,0.7644344624559309,0.5714511395199722,0.5714511395199722,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,forward
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,left_forward
0,0,0,0,0,forward
0,0,0,0,0,forward
0,0,0,0,0,forward
52.41098926891257,42.39849273648605,38.471047489476355,38.25480123710517,41.91284979501563,forward
47.29593047583338,38.2678288211433,34.72946973571428,34.60458570844527,37.83163551456531,forward
42.18298887650596,34.09344986467656,30.954827570839097,30.8538490106959,33.71664311401684,forward
37.13926068913697,30.026580011162284,27.250069165481186,27.15210374036889,29.68425303996617,forward
31.986647116300883,25.82237031134194,23.424491621904274,23.36398087894753,25.543945687846204,forward
26.930250118465008,21.774214046032338,19.769103615866083,19.6988009864967,21.528816693852544,right_forward
19.863900934499743,16.764345130174615,15.779140474036645,16.24942754315379,18.39374422199731,right_forward
14.069468788049809,12.413861115485146,12.044113262718566,12.780827934560362,15.120657871133977,right_forward
9.409576723484737,8.56475381596579,8.56475381596579,9.425257186433964,11.66638247117995,right_forward
5.2345363210160265,4.94941776245928,5.11439475473556,5.81718448302173,7.4670074480979345,right_forward
1.456774183529653,1.456774183529653,1.456774183529653,1.7678473895226468,2.4725440285825258,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right_forward
0,0,0,0,0,right
0,0,0,0,0,right
